,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
186,Monza-Verona,2,0,0,2,1,12,0,2,0,1,0,17,0.875,1.1666666666666667,0.875,1.3333333333333333,0.9918143234365558,1.3077250963165892,0.8501917942185291,1.0072203103706696,3,1,0,1,0,2,5,3,0,0,1,2,1,1,1,2,1,2,1,2,0,0
187,Genoa-Atalanta,1,1,2,2,1,11,1,2,1,2,2,4,1.0416666666666667,1.25,1.8333333333333333,0.9583333333333334,0.954584665735822,1.0733936430981312,1.3726099121798927,1.082636342118332,1,0,2,2,0,1,0,1,1,0,1,5,0,2,3,1,0,0,0,1,1,4
188,Milan-Napoli,2,2,2,1,2,3,0,2,1,1,2,7,1.9583333333333333,1.125,1.3333333333333333,1.125,1.0417028979206269,1.226961606004318,1.3405601251996726,0.9918143234365558,3,3,3,2,3,0,1,2,2,2,0,2,0,0,2,3,1,0,0,1,1,0
189,Juventus-Udinese,2,2,2,1,0,2,0,1,0,0,1,16,1.5,0.625,1.0,1.5416666666666667,0.9325048082403138,0.8753881126826472,0.9325048082403138,1.3180739131701644,2,3,3,1,0,1,0,0,1,1,1,2,2,0,0,2,2,3,2,0,0,1
190,Torino-Lecce,1,1,2,1,1,10,0,0,0,2,0,13,0.92,0.8,0.96,1.56,1.0376254944182253,1.0801234497346437,0.8888194417315589,1.003327796219494,0,0,2,0,1,0,0,1,0,1,0,0,1,3,0,1,3,2,2,4,2,0
191,Inter-Salernitana,2,1,2,2,2,1,0,0,0,1,0,20,2.36,0.48,0.8,2.04,1.4106735979665883,0.7141428428542851,0.7637626158259733,1.098483803552272,5,0,1,1,4,1,0,0,0,2,1,1,1,0,1,2,2,2,0,3,4,0
192,Napoli-Genoa,2,1,1,2,0,9,1,2,2,1,0,12,1.32,1.12,1.04,1.24,1.3140268896284684,0.9712534856222308,0.9345230512584124,1.0519822558706335,2,0,0,2,0,1,0,0,1,1,0,2,2,0,1,0,1,1,0,4,1,1
193,Verona-Juventus,2,0,1,0,1,18,2,2,1,0,0,2,0.92,1.36,1.52,0.68,0.8621678104251707,0.99498743710662,0.918331820930394,0.8999999999999998,2,1,1,1,0,1,2,1,2,0,3,3,1,0,0,0,0,1,1,1,2,2
194,Atalanta-Sassuolo,2,1,2,2,2,4,0,1,0,0,1,16,1.88,0.92,1.16,1.8,1.3638181696985854,1.0770329614269003,1.2138094304022082,1.0408329997330663,5,0,2,3,4,0,0,0,1,1,0,0,0,2,1,3,0,1,4,1,3,0
195,Lazio-Bologna,2,1,1,0,2,8,0,1,1,2,2,5,1.16,1.04,1.4,0.92,0.9865765724632496,0.9780933834080808,1.1547005383792517,0.9092121131323904,1,0,0,1,3,0,0,0,3,1,1,0,2,4,4,2,0,2,2,0,1,2
196,Empoli-Fiorentina,0,2,1,1,2,17,1,1,0,0,2,7,0.76,1.52,1.48,1.08,1.011599393699568,1.6103829772241554,1.417744687875783,0.99666109251507,1,3,1,0,3,2,0,1,0,1,2,0,0,2,5,2,0,1,3,1,1,1
197,Udinese-Cagliari,1,0,0,1,2,15,2,0,0,0,0,19,1.0,1.52,0.92,1.84,0.9128709291752768,1.2948616399703357,0.9539392014169454,1.1430952132988166,2,2,0,0,1,2,3,2,0,0,2,1,1,0,1,1,3,2,4,3,1,1
198,Frosinone-Roma,0,2,1,0,0,14,0,2,2,2,0,6,1.28,2.08,1.8,1.2,1.0614455552060436,1.351542328847553,1.5545631755148026,1.1547005383792512,0,3,1,2,1,5,1,1,3,5,1,2,2,4,2,3,1,1,0,4,0,3
199,Monza-Milan,0,0,2,1,1,11,2,2,1,2,2,3,1.0,1.2,1.96,1.24,1.1547005383792517,1.2909944487358054,1.0198039027185573,1.3316656236958786,1,0,1,0,0,5,3,0,0,0,3,3,2,3,1,1,2,2,2,0,4,2
200,Lazio-Milan,1,0,2,0,0,9,1,2,2,0,1,3,1.1538461538461535,1.0769230769230769,1.9230769230769231,1.2307692307692308,0.9671528397231822,0.9766504768063926,1.016782254883588,1.3056092005709,0,1,3,1,1,0,3,1,2,2,2,3,1,2,1,2,2,0,4,1,0,0
201,Udinese-Salernitana,0,1,2,1,0,15,0,1,0,0,0,20,0.9615384615384616,1.5384615384615383,0.7692307692307693,2.0384615384615383,0.9156754547663372,1.2721876978109554,0.7646014547562573,1.076318511622623,0,0,1,1,0,2,0,0,1,2,1,0,1,0,0,2,0,3,4,2,0,0
202,Monza-Roma,2,1,1,2,2,11,2,2,0,2,2,6,1.0384615384615383,1.1538461538461535,1.8461538461538465,1.2307692307692308,1.1482428046635165,1.2866175093572352,1.541228281399163,1.1421976118935744,1,0,0,4,2,0,0,0,2,0,2,4,2,3,3,1,0,4,0,2,0,0
203,Torino-Fiorentina,2,1,1,2,0,10,0,0,2,1,2,7,0.9615384615384616,0.8846153846153846,1.5,1.0769230769230769,1.0384900280992295,1.1428708790383306,1.3928388277184118,0.9766504768063926,2,0,1,2,2,1,0,1,0,3,0,2,5,1,2,1,3,1,1,1,0,0
204,Verona-Sassuolo,1,0,1,1,0,18,0,0,1,0,0,17,0.8846153846153846,1.3846153846153846,1.1923076923076923,1.8461538461538465,0.8638019716079873,0.9829312519977406,1.2006408545183118,1.0466062370273812,1,1,0,2,0,1,2,0,2,2,0,2,1,0,2,1,4,1,3,3,0,0
205,Empoli-Cagliari,1,1,2,1,2,13,0,0,0,1,1,19,0.8461538461538461,1.5384615384615383,0.9230769230769232,1.807692307692308,1.0841515647660225,1.580652250958932,0.9347973865208192,1.132050556087696,1,0,3,1,3,1,0,1,1,2,1,0,1,1,1,2,4,3,1,1,0,0
206,Frosinone-Lecce,1,0,0,0,0,16,0,2,0,0,0,14,1.3076923076923077,2.1153846153846154,0.9230769230769232,1.6538461538461535,1.049542024665264,1.3364706678987932,0.8909804452658623,1.0933364602832083,1,2,1,0,2,1,3,5,3,3,1,3,0,0,0,2,2,4,2,4,0,0
207,Atalanta-Bologna,2,2,2,2,1,4,1,2,2,2,2,5,1.8461538461538465,0.9230769230769232,1.4230769230769231,0.8846153846153846,1.34736209512685,1.055389100685692,1.1374735838014671,0.9089300556994724,2,3,4,3,1,0,1,1,0,1,2,4,4,2,2,2,2,0,1,0,0,0
208,Napoli-Juventus,1,2,0,1,1,8,1,0,0,1,2,2,1.3076923076923077,1.1153846153846154,1.5769230769230769,0.7307692307692307,1.2890067732709791,0.9519211344191526,0.9454343731037887,0.9190295885418404,0,2,0,1,1,0,1,1,1,1,1,0,0,2,3,1,1,1,2,2,0,0
209,Inter-Genoa,2,2,2,2,2,1,2,1,0,1,2,12,2.423076923076923,0.4615384615384615,1.0769230769230769,1.1923076923076923,1.4191004734852828,0.7060180864974626,0.9347973865208192,1.0590271297461935,1,1,4,4,4,0,0,2,0,0,2,0,1,1,2,1,0,4,1,0,0,0
